"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"39101","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP643/2024-2025/146293","Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA)","Gyaneshwar Patil","KHANDWA","10-Jun-2025","Manoj Varma","Payment Success","231762"
"39102","West Bengal","Construction of community centers and community halls","WS/MP18253/2024-2025/136911","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","BAPI HALDAR","MATHURAPUR(SC)","05-Jun-2025","SANDIP BAIDYA","Payment Success","368236"
"39103","West Bengal","Construction of community centers and community halls","WS/MP18253/2024-2025/136911","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","BAPI HALDAR","MATHURAPUR(SC)","22-Aug-2025","SANDIP BAIDYA","Payment Success","745208"
"39104","Chhattisgarh","Construction of buildings for community cultural activities","WS/MP18048/2024-2025/147870","BASTAR(DISTRICT COLLECTOR BASTAR_IDA)","MAHESH KASHYAP","BASTAR(ST)","27-May-2025","SARPANCH  SACHIV G P KARANPUR","Payment Success","350000"
"39105","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18009/2025-2026/228210","Ananthapuramu(DISTRICT COLLECTOR ANANTAPUR_IDA)","B K PARTHASARATHI","HINDUPUR","14-May-2026","TALARI OBULESU","Payment Success","489648"
"39106","Andhra Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP18009/2025-2026/228423","Ananthapuramu(DISTRICT COLLECTOR ANANTAPUR_IDA)","B K PARTHASARATHI","HINDUPUR","14-May-2026","TALARI OBULESU","Payment Success","499593"
"39107","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18003/2025-2026/223827","Ananthapuramu(DISTRICT COLLECTOR ANANTAPUR_IDA)","AMBICA G LAKSHMINARAYANA VALMIKI","ANANTAPUR","01-Apr-2026","TALARI OBULESU","Payment Success","499976"
"39108","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18003/2024-2025/157517","Ananthapuramu(DISTRICT COLLECTOR ANANTAPUR_IDA)","AMBICA G LAKSHMINARAYANA VALMIKI","ANANTAPUR","30-Aug-2025","TALARI OBULESU","Payment Success","499963"
"39109","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18003/2024-2025/157519","Ananthapuramu(DISTRICT COLLECTOR ANANTAPUR_IDA)","AMBICA G LAKSHMINARAYANA VALMIKI","ANANTAPUR","30-Aug-2025","TALARI OBULESU","Payment Success","499976"
"39110","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18003/2024-2025/157520","Ananthapuramu(DISTRICT COLLECTOR ANANTAPUR_IDA)","AMBICA G LAKSHMINARAYANA VALMIKI","ANANTAPUR","30-Aug-2025","TALARI OBULESU","Payment Success","499844"
"39111","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18003/2024-2025/157518","Ananthapuramu(DISTRICT COLLECTOR ANANTAPUR_IDA)","AMBICA G LAKSHMINARAYANA VALMIKI","ANANTAPUR","30-Aug-2025","TALARI OBULESU","Payment Success","499873"
"39112","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138073","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV","BHARATPUR(SC)","24-Jun-2025","PARTO JATAV","Payment Success","3420"
"39113","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138073","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV","BHARATPUR(SC)","24-Jun-2025","PARTO JATAV","Payment Success","2850"
"39114","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138073","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV","BHARATPUR(SC)","24-Jun-2025","MAMTA","Payment Success","2850"
"39115","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138073","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV","BHARATPUR(SC)","24-Jun-2025","MAMTA","Payment Success","3420"
"39116","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138073","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV","BHARATPUR(SC)","24-Jun-2025","ROHITASH","Payment Success","4200"
"39117","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138073","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV","BHARATPUR(SC)","24-Jun-2025","JOGENDER","Payment Success","5700"
"39118","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138073","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV","BHARATPUR(SC)","24-Jun-2025","HARVEER SINGH","Payment Success","2850"
"39119","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138073","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV","BHARATPUR(SC)","24-Jun-2025","HARVEER SINGH","Payment Success","3420"
"39120","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138073","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV","BHARATPUR(SC)","24-Jun-2025","HARVEER SINGH","Payment Success","2850"
"39121","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138073","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV","BHARATPUR(SC)","24-Jun-2025","HARVEER SINGH","Payment Success","3420"
"39122","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138073","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV","BHARATPUR(SC)","24-Jun-2025","PRIYANKA","Payment Success","2850"
"39123","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138073","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV","BHARATPUR(SC)","24-Jun-2025","PREMLATA","Payment Success","3420"
"39124","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138073","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV","BHARATPUR(SC)","24-Jun-2025","PREMLATA","Payment Success","2850"
"39125","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138073","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV","BHARATPUR(SC)","24-Jun-2025","SATISH","Payment Success","4900"
"39126","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138073","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV","BHARATPUR(SC)","24-Jun-2025","SATISH","Payment Success","8400"
"39127","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138073","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV","BHARATPUR(SC)","24-Jun-2025","SHAKUNTALA","Payment Success","3420"
"39128","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138073","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV","BHARATPUR(SC)","24-Jun-2025","SHAKUNTALA","Payment Success","2850"
"39129","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138073","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV","BHARATPUR(SC)","24-Jun-2025","VIMLESH","Payment Success","2850"
"39130","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138073","Deeg(DISTRICT COLLECTOR Deeg_IDA)","SANJNA JATAV","BHARATPUR(SC)","24-Jun-2025","VIMLESH","Payment Success","3420"
"39131","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP643/2024-2025/146290","Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA)","Gyaneshwar Patil","KHANDWA","10-Jun-2025","AKHILESH SHARMA","Payment Success","260665"
"39132","Andhra Pradesh","Installing community drinking water plants","WS/MP529/2024-2025/161684","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy","TIRUPATI(SC)","23-May-2025","K Kesavulu","Payment Success","393791"
"39133","Andhra Pradesh","Providing supply pipelines for drinking water","WS/MP529/2024-2025/161685","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy","TIRUPATI(SC)","23-May-2025","K Kesavulu","Payment Success","148004"
"39134","Andhra Pradesh","Street lights","WS/MP529/2024-2025/161682","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy","TIRUPATI(SC)","23-May-2025","K Kesavulu","Payment Success","88335"
"39135","Andhra Pradesh","Street lights","WS/MP529/2024-2025/161679","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Maddila Gurumoorthy","TIRUPATI(SC)","23-May-2025","K Kesavulu","Payment Success","132502"
"39136","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP423/2025-2026/138822","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","Shri Abhishek Banerjee","DIAMOND HARBOUR","18-Aug-2025","M W ENTERPRISE","Payment Success","497132"
"39137","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP423/2024-2025/138824","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","Shri Abhishek Banerjee","DIAMOND HARBOUR","23-May-2025","M W ENTERPRISE","Payment Success","300680"
"39138","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP423/2025-2026/138820","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","Shri Abhishek Banerjee","DIAMOND HARBOUR","16-Jul-2025","MODERN GROWN","Payment Success","99575"
"39139","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP423/2024-2025/138819","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","Shri Abhishek Banerjee","DIAMOND HARBOUR","02-Jun-2025","MODERN GROWN","Payment Success","199795"
